machine_id,machine_name,line_id,temperature,vibration,pressure,power_consumption,production_rate,defect_rate,machine_status,maintenance_status,downstream_delay,step,timestamp
M03,Machine B2 - Assembly Line 2,LINE-2,41.8,1.224,100.24,19.5,1407.9,0.283,HEALTHY,OK,0.0,17,2026-09-10T10:08:30Z
M04,Machine C - Quality Inspection,LINE-2,40.32,1.034,97.52,14.29,1385.6,0.203,HEALTHY,OK,0.0,17,2026-09-10T10:08:30Z
M05,Machine D - Packaging Unit,LINE-2,37.7,0.857,94.73,12.66,1342.4,0.313,HEALTHY,OK,0.0,17,2026-09-10T10:08:30Z
M06,Machine E - Material Transfer,LINE-2,38.5,1.09,99.05,15.73,1339.0,0.344,HEALTHY,OK,0.0,17,2026-09-10T10:08:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.06,1.421,102.06,21.13,1318.8,0.644,HEALTHY,OK,0.0,17,2026-09-10T10:08:30Z
M08,Machine G - Finishing Station,LINE-3,40.82,1.057,97.18,15.98,1291.4,0.414,HEALTHY,OK,0.0,17,2026-09-10T10:08:30Z
M09,Machine H - Final Inspection,LINE-3,40.58,0.796,95.9,12.67,1278.2,0.152,HEALTHY,OK,0.0,17,2026-09-10T10:08:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.63,0.711,94.66,11.84,1245.3,0.343,HEALTHY,OK,0.0,17,2026-09-10T10:08:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.1,1.192,101.52,18.52,1200.9,0.188,HEALTHY,OK,0.0,18,2026-09-10T10:09:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.44,1.423,103.33,21.92,1175.2,0.5,HEALTHY,OK,0.0,18,2026-09-10T10:09:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,42.32,1.209,100.17,19.87,1412.6,0.315,HEALTHY,OK,0.0,18,2026-09-10T10:09:00Z
M04,Machine C - Quality Inspection,LINE-2,40.39,1.062,98.57,14.18,1384.8,0.216,HEALTHY,OK,0.0,18,2026-09-10T10:09:00Z
M05,Machine D - Packaging Unit,LINE-2,37.56,0.935,94.32,12.26,1360.4,0.325,HEALTHY,OK,0.0,18,2026-09-10T10:09:00Z
M06,Machine E - Material Transfer,LINE-2,39.59,1.086,98.42,14.93,1350.8,0.302,HEALTHY,OK,0.0,18,2026-09-10T10:09:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.45,1.382,102.18,20.7,1323.6,0.6,HEALTHY,OK,0.0,18,2026-09-10T10:09:00Z
M08,Machine G - Finishing Station,LINE-3,40.7,0.988,97.41,15.92,1314.2,0.397,HEALTHY,OK,0.0,18,2026-09-10T10:09:00Z
M09,Machine H - Final Inspection,LINE-3,39.9,0.695,95.55,12.92,1274.5,0.241,HEALTHY,OK,0.0,18,2026-09-10T10:09:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.93,0.764,94.03,11.01,1249.3,0.3,HEALTHY,OK,0.0,18,2026-09-10T10:09:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.69,1.084,100.3,18.34,1200.1,0.221,HEALTHY,OK,0.0,19,2026-09-10T10:09:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.19,1.481,103.51,22.31,1181.5,0.529,HEALTHY,OK,0.0,19,2026-09-10T10:09:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,42.11,1.172,100.85,19.53,1400.0,0.344,HEALTHY,OK,0.0,19,2026-09-10T10:09:30Z
M04,Machine C - Quality Inspection,LINE-2,39.02,0.929,97.41,13.89,1378.0,0.155,HEALTHY,OK,0.0,19,2026-09-10T10:09:30Z
M05,Machine D - Packaging Unit,LINE-2,37.61,0.857,96.23,13.04,1346.7,0.289,HEALTHY,OK,0.0,19,2026-09-10T10:09:30Z
M06,Machine E - Material Transfer,LINE-2,38.54,1.005,98.94,14.7,1349.3,0.252,HEALTHY,OK,0.0,19,2026-09-10T10:09:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.7,1.407,102.18,21.13,1309.4,0.626,HEALTHY,OK,0.0,19,2026-09-10T10:09:30Z
M08,Machine G - Finishing Station,LINE-3,40.68,1.032,97.49,15.59,1297.5,0.411,HEALTHY,OK,0.0,19,2026-09-10T10:09:30Z
M09,Machine H - Final Inspection,LINE-3,40.25,0.793,96.77,13.3,1277.9,0.223,HEALTHY,OK,0.0,19,2026-09-10T10:09:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.77,0.798,93.39,10.72,1261.9,0.268,HEALTHY,OK,0.0,19,2026-09-10T10:09:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.47,1.176,101.51,18.47,1194.8,0.18,HEALTHY,OK,0.0,20,2026-09-10T10:10:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.72,1.456,104.14,22.09,1187.1,0.485,HEALTHY,OK,0.0,20,2026-09-10T10:10:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,41.93,1.164,99.17,19.09,1385.5,0.233,HEALTHY,OK,0.0,20,2026-09-10T10:10:00Z
M04,Machine C - Quality Inspection,LINE-2,39.52,1.066,97.98,14.39,1383.3,0.223,HEALTHY,OK,0.0,20,2026-09-10T10:10:00Z
M05,Machine D - Packaging Unit,LINE-2,37.64,0.926,95.36,12.33,1354.5,0.317,HEALTHY,OK,0.0,20,2026-09-10T10:10:00Z
M06,Machine E - Material Transfer,LINE-2,38.78,1.044,98.41,15.03,1352.6,0.276,HEALTHY,OK,0.0,20,2026-09-10T10:10:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.01,1.429,102.31,21.47,1330.2,0.57,HEALTHY,OK,0.0,20,2026-09-10T10:10:00Z
M08,Machine G - Finishing Station,LINE-3,41.67,0.973,98.02,16.02,1296.7,0.346,HEALTHY,OK,0.0,20,2026-09-10T10:10:00Z
M09,Machine H - Final Inspection,LINE-3,39.93,0.722,96.48,13.46,1273.6,0.209,HEALTHY,OK,0.0,20,2026-09-10T10:10:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.71,0.669,94.39,10.99,1263.9,0.286,HEALTHY,OK,0.0,20,2026-09-10T10:10:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.4,1.205,101.7,18.37,1199.6,0.197,HEALTHY,OK,0.0,21,2026-09-10T10:10:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.67,1.533,103.33,22.18,1192.3,0.543,HEALTHY,OK,0.0,21,2026-09-10T10:10:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,41.85,1.219,100.19,19.51,1395.2,0.349,HEALTHY,OK,0.0,21,2026-09-10T10:10:30Z
M04,Machine C - Quality Inspection,LINE-2,40.15,0.989,98.6,13.35,1363.9,0.224,HEALTHY,OK,0.0,21,2026-09-10T10:10:30Z
M05,Machine D - Packaging Unit,LINE-2,38.02,0.913,94.34,12.49,1366.0,0.325,HEALTHY,OK,0.0,21,2026-09-10T10:10:30Z
M06,Machine E - Material Transfer,LINE-2,39.07,1.078,98.8,14.36,1352.1,0.325,HEALTHY,OK,0.0,21,2026-09-10T10:10:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.37,1.367,101.42,20.71,1320.4,0.537,HEALTHY,OK,0.0,21,2026-09-10T10:10:30Z
M08,Machine G - Finishing Station,LINE-3,41.25,1.038,97.37,15.26,1292.0,0.437,HEALTHY,OK,0.0,21,2026-09-10T10:10:30Z
M09,Machine H - Final Inspection,LINE-3,38.89,0.783,95.41,13.24,1274.6,0.212,HEALTHY,OK,0.0,21,2026-09-10T10:10:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.23,0.792,93.9,11.11,1238.1,0.336,HEALTHY,OK,0.0,21,2026-09-10T10:10:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.7,1.172,101.29,18.03,1201.8,0.229,HEALTHY,OK,0.0,22,2026-09-10T10:11:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.12,1.421,102.94,22.22,1165.0,0.468,HEALTHY,OK,0.0,22,2026-09-10T10:11:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,42.35,1.214,100.71,20.06,1403.7,0.32,HEALTHY,OK,0.0,22,2026-09-10T10:11:00Z
M04,Machine C - Quality Inspection,LINE-2,41.08,0.989,97.6,14.13,1383.5,0.184,HEALTHY,OK,0.0,22,2026-09-10T10:11:00Z
M05,Machine D - Packaging Unit,LINE-2,37.59,1.015,95.16,12.28,1357.3,0.297,HEALTHY,OK,0.0,22,2026-09-10T10:11:00Z
M06,Machine E - Material Transfer,LINE-2,38.9,1.128,98.35,15.11,1365.3,0.314,HEALTHY,OK,0.0,22,2026-09-10T10:11:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.85,1.375,101.79,20.92,1317.0,0.627,HEALTHY,OK,0.0,22,2026-09-10T10:11:00Z
M08,Machine G - Finishing Station,LINE-3,40.31,1.043,97.31,16.11,1291.0,0.44,HEALTHY,OK,0.0,22,2026-09-10T10:11:00Z
M09,Machine H - Final Inspection,LINE-3,40.5,0.848,95.24,13.25,1283.2,0.152,HEALTHY,OK,0.0,22,2026-09-10T10:11:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.99,0.718,94.28,11.05,1252.3,0.344,HEALTHY,OK,0.0,22,2026-09-10T10:11:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.49,1.057,101.14,18.45,1186.0,0.203,HEALTHY,OK,0.0,23,2026-09-10T10:11:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.5,1.446,103.17,21.73,1174.6,0.544,HEALTHY,OK,0.0,23,2026-09-10T10:11:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,41.78,1.223,99.56,20.06,1404.8,0.295,HEALTHY,OK,0.0,23,2026-09-10T10:11:30Z
M04,Machine C - Quality Inspection,LINE-2,40.23,0.93,98.59,13.9,1378.4,0.185,HEALTHY,OK,0.0,23,2026-09-10T10:11:30Z
M05,Machine D - Packaging Unit,LINE-2,37.77,0.935,95.13,12.7,1349.9,0.315,HEALTHY,OK,0.0,23,2026-09-10T10:11:30Z
M06,Machine E - Material Transfer,LINE-2,38.83,1.211,98.22,15.38,1360.9,0.274,HEALTHY,OK,0.0,23,2026-09-10T10:11:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.89,1.45,102.49,21.01,1318.3,0.594,HEALTHY,OK,0.0,23,2026-09-10T10:11:30Z
M08,Machine G - Finishing Station,LINE-3,41.16,1.07,97.59,15.73,1306.6,0.428,HEALTHY,OK,0.0,23,2026-09-10T10:11:30Z
M09,Machine H - Final Inspection,LINE-3,40.26,0.837,95.86,12.72,1273.1,0.151,HEALTHY,OK,0.0,23,2026-09-10T10:11:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.09,0.696,93.78,10.11,1240.0,0.334,HEALTHY,OK,0.0,23,2026-09-10T10:11:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.73,1.218,100.6,18.93,1198.8,0.209,HEALTHY,OK,0.0,24,2026-09-10T10:12:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.93,1.576,102.85,21.82,1177.4,0.515,HEALTHY,OK,0.0,24,2026-09-10T10:12:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,41.96,1.18,101.23,19.47,1418.4,0.303,HEALTHY,OK,0.0,24,2026-09-10T10:12:00Z
M04,Machine C - Quality Inspection,LINE-2,40.71,1.018,98.48,13.78,1373.2,0.214,HEALTHY,OK,0.0,24,2026-09-10T10:12:00Z
M05,Machine D - Packaging Unit,LINE-2,38.4,0.902,94.36,12.09,1338.6,0.247,HEALTHY,OK,0.0,24,2026-09-10T10:12:00Z
M06,Machine E - Material Transfer,LINE-2,39.04,1.156,98.99,14.32,1348.5,0.295,HEALTHY,OK,0.0,24,2026-09-10T10:12:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.84,1.327,101.8,21.51,1323.6,0.617,HEALTHY,OK,0.0,24,2026-09-10T10:12:00Z
M08,Machine G - Finishing Station,LINE-3,41.05,1.016,97.89,15.76,1307.0,0.359,HEALTHY,OK,0.0,24,2026-09-10T10:12:00Z
M09,Machine H - Final Inspection,LINE-3,40.13,0.809,95.69,12.99,1275.0,0.168,HEALTHY,OK,0.0,24,2026-09-10T10:12:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.86,0.645,94.16,10.65,1255.7,0.265,HEALTHY,OK,0.0,24,2026-09-10T10:12:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.77,1.169,101.96,18.6,1198.3,0.215,HEALTHY,OK,0.0,25,2026-09-10T10:12:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.16,1.498,104.0,22.04,1180.5,0.516,HEALTHY,OK,0.0,25,2026-09-10T10:12:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,42.36,1.1,99.66,19.56,1394.3,0.339,HEALTHY,OK,0.0,25,2026-09-10T10:12:30Z
M04,Machine C - Quality Inspection,LINE-2,39.87,0.903,97.37,13.18,1378.1,0.194,HEALTHY,OK,0.0,25,2026-09-10T10:12:30Z
M05,Machine D - Packaging Unit,LINE-2,37.83,0.954,95.6,12.45,1332.9,0.319,HEALTHY,OK,0.0,25,2026-09-10T10:12:30Z
M06,Machine E - Material Transfer,LINE-2,39.22,1.115,99.49,14.65,1366.1,0.271,HEALTHY,OK,0.0,25,2026-09-10T10:12:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.3,1.316,101.53,21.45,1317.9,0.625,HEALTHY,OK,0.0,25,2026-09-10T10:12:30Z
M08,Machine G - Finishing Station,LINE-3,41.09,0.995,98.18,15.93,1285.8,0.376,HEALTHY,OK,0.0,25,2026-09-10T10:12:30Z
M09,Machine H - Final Inspection,LINE-3,40.22,0.82,95.22,12.78,1275.3,0.189,HEALTHY,OK,0.0,25,2026-09-10T10:12:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.45,0.669,93.64,11.23,1256.5,0.296,HEALTHY,OK,0.0,25,2026-09-10T10:12:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.84,1.207,100.89,18.16,1192.5,0.181,HEALTHY,OK,0.0,26,2026-09-10T10:13:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.53,1.508,103.36,21.52,1180.2,0.493,HEALTHY,OK,0.0,26,2026-09-10T10:13:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,42.14,1.199,99.77,19.12,1400.2,0.331,HEALTHY,OK,0.0,26,2026-09-10T10:13:00Z
M04,Machine C - Quality Inspection,LINE-2,39.11,1.017,98.59,13.95,1384.4,0.179,HEALTHY,OK,0.0,26,2026-09-10T10:13:00Z
M05,Machine D - Packaging Unit,LINE-2,37.95,0.819,93.83,12.78,1342.1,0.286,HEALTHY,OK,0.0,26,2026-09-10T10:13:00Z
M06,Machine E - Material Transfer,LINE-2,38.45,1.03,98.91,14.78,1353.0,0.314,HEALTHY,OK,0.0,26,2026-09-10T10:13:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.13,1.412,102.79,20.68,1319.6,0.634,HEALTHY,OK,0.0,26,2026-09-10T10:13:00Z
M08,Machine G - Finishing Station,LINE-3,41.51,0.929,97.34,16.41,1304.1,0.406,HEALTHY,OK,0.0,26,2026-09-10T10:13:00Z
M09,Machine H - Final Inspection,LINE-3,39.91,0.781,96.14,12.92,1279.7,0.202,HEALTHY,OK,0.0,26,2026-09-10T10:13:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.73,0.727,95.46,10.47,1252.6,0.277,HEALTHY,OK,0.0,26,2026-09-10T10:13:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.23,1.202,101.68,18.85,1201.5,0.234,HEALTHY,OK,0.0,27,2026-09-10T10:13:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.06,1.58,103.19,22.32,1170.2,0.475,HEALTHY,OK,0.0,27,2026-09-10T10:13:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,42.06,1.199,100.64,19.83,1385.9,0.329,HEALTHY,OK,0.0,27,2026-09-10T10:13:30Z
M04,Machine C - Quality Inspection,LINE-2,40.0,0.99,97.26,14.15,1360.7,0.219,HEALTHY,OK,0.0,27,2026-09-10T10:13:30Z
M05,Machine D - Packaging Unit,LINE-2,37.4,0.903,94.94,12.85,1348.6,0.279,HEALTHY,OK,0.0,27,2026-09-10T10:13:30Z
M06,Machine E - Material Transfer,LINE-2,38.8,1.164,99.27,14.88,1348.1,0.253,HEALTHY,OK,0.0,27,2026-09-10T10:13:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.16,1.312,102.38,21.04,1339.1,0.567,HEALTHY,OK,0.0,27,2026-09-10T10:13:30Z
M08,Machine G - Finishing Station,LINE-3,40.96,1.09,98.1,15.79,1301.8,0.4,HEALTHY,OK,0.0,27,2026-09-10T10:13:30Z
M09,Machine H - Final Inspection,LINE-3,40.11,0.765,95.96,12.52,1281.1,0.214,HEALTHY,OK,0.0,27,2026-09-10T10:13:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.91,0.619,94.49,11.11,1244.2,0.292,HEALTHY,OK,0.0,27,2026-09-10T10:13:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.4,1.149,101.03,18.87,1194.9,0.219,HEALTHY,OK,0.0,28,2026-09-10T10:14:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.78,1.512,102.93,22.26,1175.7,0.453,HEALTHY,OK,0.0,28,2026-09-10T10:14:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,41.45,1.173,99.88,19.62,1396.3,0.371,HEALTHY,OK,0.0,28,2026-09-10T10:14:00Z
M04,Machine C - Quality Inspection,LINE-2,39.3,1.01,97.44,13.85,1381.1,0.13,HEALTHY,OK,0.0,28,2026-09-10T10:14:00Z
M05,Machine D - Packaging Unit,LINE-2,38.09,0.995,94.77,12.58,1358.2,0.295,HEALTHY,OK,0.0,28,2026-09-10T10:14:00Z
M06,Machine E - Material Transfer,LINE-2,38.77,0.986,99.32,14.97,1341.9,0.304,HEALTHY,OK,0.0,28,2026-09-10T10:14:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.77,1.374,102.3,20.6,1328.4,0.558,HEALTHY,OK,0.0,28,2026-09-10T10:14:00Z
M08,Machine G - Finishing Station,LINE-3,40.73,1.096,98.06,16.03,1292.5,0.384,HEALTHY,OK,0.0,28,2026-09-10T10:14:00Z
M09,Machine H - Final Inspection,LINE-3,40.03,0.802,95.95,12.99,1278.3,0.157,HEALTHY,OK,0.0,28,2026-09-10T10:14:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.79,0.746,93.32,10.94,1243.4,0.303,HEALTHY,OK,0.0,28,2026-09-10T10:14:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.84,1.274,101.55,18.11,1205.4,0.177,HEALTHY,OK,0.0,29,2026-09-10T10:14:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.77,1.516,102.75,22.27,1173.8,0.481,HEALTHY,OK,0.0,29,2026-09-10T10:14:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,41.74,1.172,101.05,19.69,1413.7,0.368,HEALTHY,OK,0.0,29,2026-09-10T10:14:30Z
M04,Machine C - Quality Inspection,LINE-2,39.59,1.004,97.41,13.77,1375.0,0.168,HEALTHY,OK,0.0,29,2026-09-10T10:14:30Z
M05,Machine D - Packaging Unit,LINE-2,37.58,0.893,94.39,12.75,1342.7,0.384,HEALTHY,OK,0.0,29,2026-09-10T10:14:30Z
M06,Machine E - Material Transfer,LINE-2,38.82,1.104,98.35,15.51,1359.0,0.309,HEALTHY,OK,0.0,29,2026-09-10T10:14:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.46,1.411,101.44,21.44,1326.5,0.603,HEALTHY,OK,0.0,29,2026-09-10T10:14:30Z
M08,Machine G - Finishing Station,LINE-3,40.03,0.951,97.84,16.36,1308.9,0.352,HEALTHY,OK,0.0,29,2026-09-10T10:14:30Z
M09,Machine H - Final Inspection,LINE-3,40.12,0.851,95.17,13.0,1282.2,0.191,HEALTHY,OK,0.0,29,2026-09-10T10:14:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.26,0.684,93.84,10.96,1245.5,0.287,HEALTHY,OK,0.0,29,2026-09-10T10:14:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.98,1.222,101.15,18.38,1200.7,0.142,HEALTHY,OK,0.0,30,2026-09-10T10:15:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.19,1.5,103.02,22.29,1164.4,0.441,HEALTHY,OK,0.0,30,2026-09-10T10:15:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,42.11,1.2,100.59,19.36,1405.3,0.328,HEALTHY,OK,0.0,30,2026-09-10T10:15:00Z
M04,Machine C - Quality Inspection,LINE-2,40.19,0.987,96.95,14.23,1389.8,0.219,HEALTHY,OK,0.0,30,2026-09-10T10:15:00Z
M05,Machine D - Packaging Unit,LINE-2,37.65,0.934,95.43,12.97,1343.0,0.293,HEALTHY,OK,0.0,30,2026-09-10T10:15:00Z
M06,Machine E - Material Transfer,LINE-2,39.3,1.103,98.44,15.12,1354.6,0.303,HEALTHY,OK,0.0,30,2026-09-10T10:15:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.09,1.387,102.74,20.73,1315.3,0.6,HEALTHY,OK,0.0,30,2026-09-10T10:15:00Z
M08,Machine G - Finishing Station,LINE-3,41.35,0.925,96.84,15.39,1300.3,0.366,HEALTHY,OK,0.0,30,2026-09-10T10:15:00Z
M09,Machine H - Final Inspection,LINE-3,39.85,0.833,95.68,13.07,1277.6,0.22,HEALTHY,OK,0.0,30,2026-09-10T10:15:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.19,0.665,93.92,11.31,1253.1,0.258,HEALTHY,OK,0.0,30,2026-09-10T10:15:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.26,1.146,102.01,18.81,1202.3,0.205,HEALTHY,OK,0.0,31,2026-09-10T10:15:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.92,1.534,102.81,22.07,1187.0,0.483,HEALTHY,OK,0.0,31,2026-09-10T10:15:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,41.75,1.14,99.97,18.95,1405.8,0.354,HEALTHY,OK,0.0,31,2026-09-10T10:15:30Z
M04,Machine C - Quality Inspection,LINE-2,40.57,0.919,98.36,14.43,1376.3,0.203,HEALTHY,OK,0.0,31,2026-09-10T10:15:30Z
M05,Machine D - Packaging Unit,LINE-2,37.2,0.913,94.47,12.56,1337.5,0.316,HEALTHY,OK,0.0,31,2026-09-10T10:15:30Z
M06,Machine E - Material Transfer,LINE-2,39.41,1.061,98.43,14.35,1347.9,0.283,HEALTHY,OK,0.0,31,2026-09-10T10:15:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.38,1.423,101.78,20.68,1315.6,0.632,HEALTHY,OK,0.0,31,2026-09-10T10:15:30Z
M08,Machine G - Finishing Station,LINE-3,41.24,0.993,97.81,15.65,1300.3,0.404,HEALTHY,OK,0.0,31,2026-09-10T10:15:30Z
M09,Machine H - Final Inspection,LINE-3,39.81,0.822,95.61,13.15,1284.4,0.112,HEALTHY,OK,0.0,31,2026-09-10T10:15:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.48,0.548,93.69,11.31,1247.5,0.256,HEALTHY,OK,0.0,31,2026-09-10T10:15:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.56,1.251,100.34,18.84,1199.6,0.164,HEALTHY,OK,0.0,32,2026-09-10T10:16:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.77,1.449,103.43,22.22,1166.2,0.488,HEALTHY,OK,0.0,32,2026-09-10T10:16:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,41.65,1.265,99.82,19.98,1399.7,0.265,HEALTHY,OK,0.0,32,2026-09-10T10:16:00Z
M04,Machine C - Quality Inspection,LINE-2,39.73,0.96,97.36,14.03,1370.2,0.135,HEALTHY,OK,0.0,32,2026-09-10T10:16:00Z
M05,Machine D - Packaging Unit,LINE-2,37.85,0.81,94.62,12.23,1343.0,0.36,HEALTHY,OK,0.0,32,2026-09-10T10:16:00Z
M06,Machine E - Material Transfer,LINE-2,39.02,1.112,98.11,14.8,1351.7,0.269,HEALTHY,OK,0.0,32,2026-09-10T10:16:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.36,1.34,101.86,20.82,1321.3,0.581,HEALTHY,OK,0.0,32,2026-09-10T10:16:00Z
M08,Machine G - Finishing Station,LINE-3,40.89,0.988,97.13,16.15,1301.9,0.397,HEALTHY,OK,0.0,32,2026-09-10T10:16:00Z
M09,Machine H - Final Inspection,LINE-3,39.83,0.84,95.88,12.91,1280.8,0.251,HEALTHY,OK,0.0,32,2026-09-10T10:16:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.46,0.738,93.05,11.07,1262.6,0.315,HEALTHY,OK,0.0,32,2026-09-10T10:16:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.07,1.172,101.32,18.42,1193.7,0.191,HEALTHY,OK,0.0,33,2026-09-10T10:16:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.08,1.462,102.6,21.59,1183.1,0.516,HEALTHY,OK,0.0,33,2026-09-10T10:16:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,42.09,1.248,100.54,19.62,1402.4,0.297,HEALTHY,OK,0.0,33,2026-09-10T10:16:30Z
M04,Machine C - Quality Inspection,LINE-2,39.79,1.111,97.77,13.8,1383.5,0.208,HEALTHY,OK,0.0,33,2026-09-10T10:16:30Z
M05,Machine D - Packaging Unit,LINE-2,37.44,0.956,94.95,12.17,1359.5,0.319,HEALTHY,OK,0.0,33,2026-09-10T10:16:30Z
M06,Machine E - Material Transfer,LINE-2,38.49,1.189,99.33,15.0,1362.7,0.305,HEALTHY,OK,0.0,33,2026-09-10T10:16:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.99,1.367,102.29,21.14,1320.1,0.576,HEALTHY,OK,0.0,33,2026-09-10T10:16:30Z
M08,Machine G - Finishing Station,LINE-3,41.05,0.997,96.83,15.56,1304.5,0.322,HEALTHY,OK,0.0,33,2026-09-10T10:16:30Z
M09,Machine H - Final Inspection,LINE-3,40.08,0.776,96.65,12.85,1285.3,0.188,HEALTHY,OK,0.0,33,2026-09-10T10:16:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.05,0.737,93.77,11.3,1242.1,0.309,HEALTHY,OK,0.0,33,2026-09-10T10:16:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.37,1.233,102.26,18.27,1189.0,0.17,HEALTHY,OK,0.0,34,2026-09-10T10:17:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.26,1.525,103.05,21.66,1186.1,0.463,HEALTHY,OK,0.0,34,2026-09-10T10:17:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,42.46,1.343,100.68,19.67,1396.1,0.246,HEALTHY,OK,0.0,34,2026-09-10T10:17:00Z
M04,Machine C - Quality Inspection,LINE-2,39.76,0.945,97.28,14.52,1382.2,0.211,HEALTHY,OK,0.0,34,2026-09-10T10:17:00Z
M05,Machine D - Packaging Unit,LINE-2,37.88,0.891,95.48,12.49,1354.2,0.294,HEALTHY,OK,0.0,34,2026-09-10T10:17:00Z
